Date,District ID,District Code,Number of Pixels,NDVI Value,Long Term Average NDVI,NDVI Anomaly in Percentage (%),District
2/21/2013,25846,LK31,54,0.7919,0.7893,100.3049,Galle
3/1/2013,25846,LK31,54,0.7893,0.7872,100.2499,Galle
3/11/2013,25846,LK31,54,0.7883,0.7868,100.1811,Galle
3/21/2013,25846,LK31,54,0.7893,0.7883,100.1221,Galle
4/1/2013,25846,LK31,54,0.7917,0.7911,100.0687,Galle
4/11/2013,25846,LK31,54,0.795,0.7942,100.0953,Galle
4/21/2013,25846,LK31,54,0.7989,0.797,100.2253,Galle
5/1/2013,25846,LK31,54,0.8026,0.7991,100.4154,Galle
5/11/2013,25846,LK31,54,0.8058,0.8006,100.619,Galle
5/21/2013,25846,LK31,54,0.8082,0.8015,100.7832,Galle
6/1/2013,25846,LK31,54,0.8077,0.8017,100.7008,Galle
6/11/2013,25846,LK31,54,0.8052,0.8012,100.4696,Galle
6/21/2013,25846,LK31,54,0.8028,0.8001,100.3205,Galle
7/1/2013,25846,LK31,54,0.8012,0.7982,100.3594,Galle
7/11/2013,25846,LK31,54,0.8004,0.7962,100.4933,Galle
7/21/2013,25846,LK31,54,0.8002,0.7948,100.6396,Galle
8/1/2013,25846,LK31,54,0.8008,0.794,100.8023,Galle
8/11/2013,25846,LK31,54,0.8013,0.7938,100.8817,Galle
8/21/2013,25846,LK31,54,0.8017,0.7942,100.8928,Galle
9/1/2013,25846,LK31,54,0.8028,0.7951,100.904,Galle
9/11/2013,25846,LK31,54,0.8045,0.7966,100.9309,Galle
9/21/2013,25846,LK31,54,0.8064,0.7988,100.9059,Galle
10/1/2013,25846,LK31,54,0.8086,0.8016,100.8257,Galle
10/11/2013,25846,LK31,54,0.811,0.8047,100.7368,Galle
10/21/2013,25846,LK31,54,0.8129,0.8076,100.6165,Galle
11/1/2013,25846,LK31,54,0.8131,0.8098,100.3941,Galle
11/11/2013,25846,LK31,54,0.8128,0.8112,100.1854,Galle
11/21/2013,25846,LK31,54,0.8126,0.8123,100.0317,Galle
12/1/2013,25846,LK31,54,0.8126,0.8134,99.9111,Galle
12/11/2013,25846,LK31,54,0.8125,0.8141,99.8195,Galle
12/21/2013,25846,LK31,54,0.812,0.814,99.77,Galle
1/1/2014,25846,LK31,54,0.8093,0.8119,99.6982,Galle
1/11/2014,25846,LK31,54,0.805,0.8082,99.6314,Galle
1/21/2014,25846,LK31,54,0.8003,0.8034,99.6407,Galle
2/1/2014,25846,LK31,54,0.795,0.7979,99.6521,Galle
2/11/2014,25846,LK31,54,0.7891,0.7929,99.5455,Galle
2/21/2014,25846,LK31,54,0.7842,0.7893,99.3979,Galle
3/1/2014,25846,LK31,54,0.7814,0.7872,99.316,Galle
3/11/2014,25846,LK31,54,0.7812,0.7868,99.3381,Galle
3/21/2014,25846,LK31,54,0.7838,0.7883,99.4579,Galle
4/1/2014,25846,LK31,54,0.7875,0.7911,99.5694,Galle
4/11/2014,25846,LK31,54,0.7914,0.7942,99.6625,Galle
4/21/2014,25846,LK31,54,0.7943,0.797,99.678,Galle
5/1/2014,25846,LK31,54,0.7956,0.7991,99.5886,Galle
5/11/2014,25846,LK31,54,0.7957,0.8006,99.4278,Galle
5/21/2014,25846,LK31,54,0.7952,0.8015,99.262,Galle
6/1/2014,25846,LK31,54,0.7943,0.8017,99.1318,Galle
6/11/2014,25846,LK31,54,0.7931,0.8012,99.0538,Galle
6/21/2014,25846,LK31,54,0.7919,0.8001,99.0413,Galle
7/1/2014,25846,LK31,54,0.791,0.7982,99.1586,Galle
7/11/2014,25846,LK31,54,0.791,0.7962,99.387,Galle
7/21/2014,25846,LK31,54,0.7928,0.7948,99.7567,Galle
8/1/2014,25846,LK31,54,0.7962,0.794,100.2625,Galle
8/11/2014,25846,LK31,54,0.8005,0.7938,100.784,Galle
8/21/2014,25846,LK31,54,0.8051,0.7942,101.2935,Galle
9/1/2014,25846,LK31,54,0.81,0.7951,101.7612,Galle
9/11/2014,25846,LK31,54,0.8144,0.7966,102.1009,Galle
9/21/2014,25846,LK31,54,0.8186,0.7988,102.338,Galle
10/1/2014,25846,LK31,54,0.8221,0.8016,102.4072,Galle
10/11/2014,25846,LK31,54,0.8244,0.8047,102.3065,Galle
10/21/2014,25846,LK31,54,0.8256,0.8076,102.0974,Galle
11/1/2014,25846,LK31,54,0.8258,0.8098,101.8672,Galle
11/11/2014,25846,LK31,54,0.8252,0.8112,101.6353,Galle
11/21/2014,25846,LK31,54,0.8245,0.8123,101.4119,Galle
12/1/2014,25846,LK31,54,0.8237,0.8134,101.1983,Galle
12/11/2014,25846,LK31,54,0.8226,0.8141,100.981,Galle
12/21/2014,25846,LK31,54,0.821,0.814,100.8121,Galle
1/1/2015,25846,LK31,54,0.818,0.8119,100.7112,Galle
1/11/2015,25846,LK31,54,0.8143,0.8082,100.7103,Galle
1/21/2015,25846,LK31,54,0.811,0.8034,100.8872,Galle
2/1/2015,25846,LK31,54,0.8083,0.7979,101.2252,Galle
2/11/2015,25846,LK31,54,0.8067,0.7929,101.6365,Galle
2/21/2015,25846,LK31,54,0.806,0.7893,101.9867,Galle
3/1/2015,25846,LK31,54,0.8061,0.7872,102.2578,Galle
3/11/2015,25846,LK31,54,0.8066,0.7868,102.3629,Galle
3/21/2015,25846,LK31,54,0.8071,0.7883,102.2408,Galle
4/1/2015,25846,LK31,54,0.8085,0.7911,102.0684,Galle
4/11/2015,25846,LK31,54,0.81,0.7942,101.8705,Galle
4/21/2015,25846,LK31,54,0.8112,0.797,101.6726,Galle
5/1/2015,25846,LK31,54,0.8122,0.7991,101.5388,Galle
5/11/2015,25846,LK31,54,0.8129,0.8006,101.4491,Galle
5/21/2015,25846,LK31,54,0.813,0.8015,101.35,Galle
6/1/2015,25846,LK31,54,0.8125,0.8017,101.2678,Galle
6/11/2015,25846,LK31,54,0.8115,0.8012,101.2187,Galle
6/21/2015,25846,LK31,54,0.8105,0.8001,101.2232,Galle
7/1/2015,25846,LK31,54,0.8098,0.7982,101.3714,Galle
7/11/2015,25846,LK31,54,0.8097,0.7962,101.5941,Galle
7/21/2015,25846,LK31,54,0.8106,0.7948,101.8636,Galle
8/1/2015,25846,LK31,54,0.8121,0.794,102.1459,Galle
8/11/2015,25846,LK31,54,0.8139,0.7938,102.3722,Galle
8/21/2015,25846,LK31,54,0.8155,0.7942,102.5235,Galle
9/1/2015,25846,LK31,54,0.8169,0.7951,102.5825,Galle
9/11/2015,25846,LK31,54,0.8187,0.7966,102.6044,Galle
9/21/2015,25846,LK31,54,0.8207,0.7988,102.5872,Galle
10/1/2015,25846,LK31,54,0.8228,0.8016,102.4931,Galle
10/11/2015,25846,LK31,54,0.8242,0.8047,102.2823,Galle
10/21/2015,25846,LK31,54,0.825,0.8076,102.0298,Galle
11/1/2015,25846,LK31,54,0.8256,0.8098,101.8465,Galle
11/11/2015,25846,LK31,54,0.8261,0.8112,101.7312,Galle
11/21/2015,25846,LK31,54,0.8264,0.8123,101.6378,Galle
12/1/2015,25846,LK31,54,0.8269,0.8134,101.567,Galle
12/11/2015,25846,LK31,54,0.827,0.8141,101.4887,Galle
12/21/2015,25846,LK31,54,0.8263,0.814,101.4277,Galle
1/1/2016,25846,LK31,54,0.825,0.8119,101.5189,Galle
1/11/2016,25846,LK31,54,0.8232,0.8082,101.7569,Galle
1/21/2016,25846,LK31,54,0.8211,0.8034,102.0796,Galle
2/1/2016,25846,LK31,54,0.8187,0.7979,102.4501,Galle
2/11/2016,25846,LK31,54,0.8164,0.7929,102.78,Galle
2/21/2016,25846,LK31,54,0.8136,0.7893,102.8975,Galle
3/1/2016,25846,LK31,54,0.8104,0.7872,102.7767,Galle
3/11/2016,25846,LK31,54,0.8079,0.7868,102.5181,Galle
3/21/2016,25846,LK31,54,0.8068,0.7883,102.2097,Galle
4/1/2016,25846,LK31,54,0.8078,0.7911,101.975,Galle
4/11/2016,25846,LK31,54,0.8102,0.7942,101.8898,Galle
4/21/2016,25846,LK31,54,0.8133,0.797,101.9228,Galle
5/1/2016,25846,LK31,54,0.8161,0.7991,102.0034,Galle
5/11/2016,25846,LK31,54,0.8173,0.8006,101.971,Galle
5/21/2016,25846,LK31,54,0.8167,0.8015,101.7849,Galle
6/1/2016,25846,LK31,54,0.8138,0.8017,101.4185,Galle
6/11/2016,25846,LK31,54,0.8089,0.8012,100.9095,Galle
6/21/2016,25846,LK31,54,0.8037,0.8001,100.4287,Galle
7/1/2016,25846,LK31,54,0.7994,0.7982,100.1522,Galle
7/11/2016,25846,LK31,54,0.7966,0.7962,100.0449,Galle
7/21/2016,25846,LK31,54,0.7953,0.7948,100.0566,Galle
8/1/2016,25846,LK31,54,0.7958,0.794,100.2121,Galle
8/11/2016,25846,LK31,54,0.7971,0.7938,100.3848,Galle
8/21/2016,25846,LK31,54,0.7983,0.7942,100.4889,Galle
9/1/2016,25846,LK31,54,0.7989,0.7951,100.4491,Galle
9/11/2016,25846,LK31,54,0.799,0.7966,100.2793,Galle
9/21/2016,25846,LK31,54,0.7993,0.7988,100.0687,Galle
10/1/2016,25846,LK31,54,0.801,0.8016,99.9328,Galle
10/11/2016,25846,LK31,54,0.8041,0.8047,99.9284,Galle
10/21/2016,25846,LK31,54,0.8083,0.8076,100.0763,Galle
11/1/2016,25846,LK31,54,0.8126,0.8098,100.3295,Galle
11/11/2016,25846,LK31,54,0.8162,0.8112,100.5846,Galle
11/21/2016,25846,LK31,54,0.8189,0.8123,100.7644,Galle
12/1/2016,25846,LK31,54,0.8207,0.8134,100.8504,Galle
12/11/2016,25846,LK31,54,0.8214,0.8141,100.8447,Galle
12/21/2016,25846,LK31,54,0.8206,0.814,100.7684,Galle
1/1/2017,25846,LK31,54,0.8178,0.8119,100.6878,Galle
1/11/2017,25846,LK31,54,0.8145,0.8082,100.7334,Galle
1/21/2017,25846,LK31,54,0.8112,0.8034,100.9113,Galle
2/1/2017,25846,LK31,54,0.8079,0.7979,101.1765,Galle
2/11/2017,25846,LK31,54,0.8053,0.7929,101.4709,Galle
2/21/2017,25846,LK31,54,0.8042,0.7893,101.7702,Galle
3/1/2017,25846,LK31,54,0.8043,0.7872,102.0516,Galle
3/11/2017,25846,LK31,54,0.8054,0.7868,102.2222,Galle
3/21/2017,25846,LK31,54,0.8068,0.7883,102.2011,Galle
4/1/2017,25846,LK31,54,0.8083,0.7911,102.0424,Galle
4/11/2017,25846,LK31,54,0.8093,0.7942,101.79,Galle
4/21/2017,25846,LK31,54,0.81,0.797,101.5351,Galle
5/1/2017,25846,LK31,54,0.8103,0.7991,101.3194,Galle
5/11/2017,25846,LK31,54,0.81,0.8006,101.1066,Galle
5/21/2017,25846,LK31,54,0.8092,0.8015,100.9061,Galle
6/1/2017,25846,LK31,54,0.8088,0.8017,100.8325,Galle
6/11/2017,25846,LK31,54,0.8085,0.8012,100.8658,Galle
6/21/2017,25846,LK31,54,0.8078,0.8001,100.9091,Galle
7/1/2017,25846,LK31,54,0.806,0.7982,100.928,Galle
7/11/2017,25846,LK31,54,0.8035,0.7962,100.866,Galle
7/21/2017,25846,LK31,54,0.8012,0.7948,100.7532,Galle
8/1/2017,25846,LK31,54,0.7997,0.794,100.6702,Galle
8/11/2017,25846,LK31,54,0.7991,0.7938,100.6267,Galle
8/21/2017,25846,LK31,54,0.7999,0.7942,100.6752,Galle
9/1/2017,25846,LK31,54,0.8018,0.7951,100.7901,Galle
9/11/2017,25846,LK31,54,0.8043,0.7966,100.9062,Galle
9/21/2017,25846,LK31,54,0.8071,0.7988,100.9822,Galle
10/1/2017,25846,LK31,54,0.8104,0.8016,101.0308,Galle
10/11/2017,25846,LK31,54,0.8138,0.8047,101.0596,Galle
10/21/2017,25846,LK31,54,0.8169,0.8076,101.0881,Galle
11/1/2017,25846,LK31,54,0.8194,0.8098,101.1243,Galle
11/11/2017,25846,LK31,54,0.821,0.8112,101.1415,Galle
11/21/2017,25846,LK31,54,0.822,0.8123,101.1237,Galle
12/1/2017,25846,LK31,54,0.8224,0.8134,101.0436,Galle
12/11/2017,25846,LK31,54,0.8221,0.8141,100.9255,Galle
12/21/2017,25846,LK31,54,0.8205,0.814,100.7525,Galle
1/1/2018,25846,LK31,54,0.8164,0.8119,100.523,Galle
1/11/2018,25846,LK31,54,0.8114,0.8082,100.3728,Galle
1/21/2018,25846,LK31,54,0.8069,0.8034,100.4143,Galle
2/1/2018,25846,LK31,54,0.8032,0.7979,100.6215,Galle
2/11/2018,25846,LK31,54,0.8008,0.7929,100.9364,Galle
2/21/2018,25846,LK31,54,0.7998,0.7893,101.2482,Galle
3/1/2018,25846,LK31,54,0.7998,0.7872,101.5123,Galle
3/11/2018,25846,LK31,54,0.801,0.7868,101.7006,Galle
3/21/2018,25846,LK31,54,0.8035,0.7883,101.8174,Galle
4/1/2018,25846,LK31,54,0.8069,0.7911,101.868,Galle
4/11/2018,25846,LK31,54,0.8104,0.7942,101.9153,Galle
4/21/2018,25846,LK31,54,0.8137,0.797,101.9755,Galle
5/1/2018,25846,LK31,54,0.8162,0.7991,102.0182,Galle
5/11/2018,25846,LK31,54,0.818,0.8006,102.0489,Galle
5/21/2018,25846,LK31,54,0.8187,0.8015,102.0185,Galle
6/1/2018,25846,LK31,54,0.8177,0.8017,101.8795,Galle
6/11/2018,25846,LK31,54,0.8149,0.8012,101.6144,Galle
6/21/2018,25846,LK31,54,0.8109,0.8001,101.2773,Galle
7/1/2018,25846,LK31,54,0.8059,0.7982,100.911,Galle
7/11/2018,25846,LK31,54,0.8,0.7962,100.4478,Galle
7/21/2018,25846,LK31,54,0.7946,0.7948,99.9735,Galle
8/1/2018,25846,LK31,54,0.7907,0.794,99.6017,Galle
8/11/2018,25846,LK31,54,0.7883,0.7938,99.3455,Galle
8/21/2018,25846,LK31,54,0.7872,0.7942,99.1743,Galle
9/1/2018,25846,LK31,54,0.788,0.7951,99.1591,Galle
9/11/2018,25846,LK31,54,0.7913,0.7966,99.3785,Galle
9/21/2018,25846,LK31,54,0.7975,0.7988,99.8573,Galle
10/1/2018,25846,LK31,54,0.8054,0.8016,100.4441,Galle
10/11/2018,25846,LK31,54,0.8128,0.8047,100.9469,Galle
10/21/2018,25846,LK31,54,0.818,0.8076,101.2129,Galle
11/1/2018,25846,LK31,54,0.8205,0.8098,101.2522,Galle
11/11/2018,25846,LK31,54,0.8207,0.8112,101.1037,Galle
11/21/2018,25846,LK31,54,0.8196,0.8123,100.8454,Galle
12/1/2018,25846,LK31,54,0.8181,0.8134,100.5439,Galle
12/11/2018,25846,LK31,54,0.8161,0.8141,100.2333,Galle
12/21/2018,25846,LK31,54,0.8135,0.814,99.9436,Galle
1/1/2019,25846,LK31,54,0.8091,0.8119,99.6711,Galle
1/11/2019,25846,LK31,54,0.8038,0.8082,99.4864,Galle
1/21/2019,25846,LK31,54,0.7987,0.8034,99.4519,Galle
2/1/2019,25846,LK31,54,0.794,0.7979,99.5298,Galle
2/11/2019,25846,LK31,54,0.79,0.7929,99.6538,Galle
2/21/2019,25846,LK31,54,0.7871,0.7893,99.7436,Galle
3/1/2019,25846,LK31,54,0.7852,0.7872,99.7633,Galle
3/11/2019,25846,LK31,54,0.7842,0.7868,99.6947,Galle
3/21/2019,25846,LK31,54,0.7849,0.7883,99.5937,Galle
4/1/2019,25846,LK31,54,0.7874,0.7911,99.55,Galle
4/11/2019,25846,LK31,54,0.7913,0.7942,99.6583,Galle
4/21/2019,25846,LK31,54,0.7962,0.797,99.9028,Galle
5/1/2019,25846,LK31,54,0.8007,0.7991,100.1816,Galle
5/11/2019,25846,LK31,54,0.8045,0.8006,100.4565,Galle
5/21/2019,25846,LK31,54,0.8074,0.8015,100.6906,Galle
6/1/2019,25846,LK31,54,0.8088,0.8017,100.8371,Galle
6/11/2019,25846,LK31,54,0.8091,0.8012,100.9291,Galle
6/21/2019,25846,LK31,54,0.8091,0.8001,101.0683,Galle
7/1/2019,25846,LK31,54,0.8089,0.7982,101.2693,Galle
7/11/2019,25846,LK31,54,0.8083,0.7962,101.4378,Galle
7/21/2019,25846,LK31,54,0.8083,0.7948,101.5925,Galle
8/1/2019,25846,LK31,54,0.8091,0.794,101.7822,Galle
8/11/2019,25846,LK31,54,0.8105,0.7938,101.977,Galle
8/21/2019,25846,LK31,54,0.8127,0.7942,102.1864,Galle
9/1/2019,25846,LK31,54,0.8145,0.7951,102.2884,Galle
9/11/2019,25846,LK31,54,0.8163,0.7966,102.3269,Galle
9/21/2019,25846,LK31,54,0.8188,0.7988,102.3633,Galle
10/1/2019,25846,LK31,54,0.8216,0.8016,102.3516,Galle
10/11/2019,25846,LK31,54,0.8237,0.8047,102.2181,Galle
10/21/2019,25846,LK31,54,0.8248,0.8076,102.0101,Galle
11/1/2019,25846,LK31,54,0.8254,0.8098,101.825,Galle
11/11/2019,25846,LK31,54,0.8253,0.8112,101.6469,Galle
11/21/2019,25846,LK31,54,0.8246,0.8123,101.428,Galle
12/1/2019,25846,LK31,54,0.8241,0.8134,101.2435,Galle
12/11/2019,25846,LK31,54,0.8238,0.8141,101.1227,Galle
12/21/2019,25846,LK31,54,0.8228,0.814,101.0166,Galle
1/1/2020,25846,LK31,54,0.8192,0.8119,100.8457,Galle
1/11/2020,25846,LK31,54,0.8141,0.8082,100.6903,Galle
1/21/2020,25846,LK31,54,0.8086,0.8034,100.6086,Galle
2/1/2020,25846,LK31,54,0.8028,0.7979,100.5774,Galle
2/11/2020,25846,LK31,54,0.7977,0.7929,100.5695,Galle
2/21/2020,25846,LK31,54,0.7931,0.7893,100.4556,Galle
3/1/2020,25846,LK31,54,0.789,0.7872,100.2152,Galle
3/11/2020,25846,LK31,54,0.7868,0.7868,100.0069,Galle
3/21/2020,25846,LK31,54,0.7878,0.7883,99.9357,Galle
4/1/2020,25846,LK31,54,0.7919,0.7911,100.0909,Galle
4/11/2020,25846,LK31,54,0.7979,0.7942,100.4344,Galle
4/21/2020,25846,LK31,54,0.8038,0.797,100.8029,Galle
5/1/2020,25846,LK31,54,0.8083,0.7991,101.0824,Galle
5/11/2020,25846,LK31,54,0.8114,0.8006,101.2784,Galle
5/21/2020,25846,LK31,54,0.8143,0.8015,101.5044,Galle
6/1/2020,25846,LK31,54,0.8172,0.8017,101.8249,Galle
6/11/2020,25846,LK31,54,0.8198,0.8012,102.1875,Galle
6/21/2020,25846,LK31,54,0.8216,0.8001,102.5386,Galle
7/1/2020,25846,LK31,54,0.8222,0.7982,102.8341,Galle
7/11/2020,25846,LK31,54,0.8211,0.7962,102.9433,Galle
7/21/2020,25846,LK31,54,0.8181,0.7948,102.7536,Galle
8/1/2020,25846,LK31,54,0.814,0.794,102.3625,Galle
8/11/2020,25846,LK31,54,0.8103,0.7938,101.9533,Galle
8/21/2020,25846,LK31,54,0.808,0.7942,101.6368,Galle
9/1/2020,25846,LK31,54,0.8078,0.7951,101.4958,Galle
9/11/2020,25846,LK31,54,0.8094,0.7966,101.509,Galle
9/21/2020,25846,LK31,54,0.8112,0.7988,101.4666,Galle
10/1/2020,25846,LK31,54,0.8126,0.8016,101.2913,Galle
10/11/2020,25846,LK31,54,0.8135,0.8047,101.028,Galle
10/21/2020,25846,LK31,54,0.8134,0.8076,100.6744,Galle
11/1/2020,25846,LK31,54,0.8129,0.8098,100.3616,Galle
11/11/2020,25846,LK31,54,0.8126,0.8112,100.1633,Galle
11/21/2020,25846,LK31,54,0.8134,0.8123,100.1257,Galle
12/1/2020,25846,LK31,54,0.8156,0.8134,100.2545,Galle
12/11/2020,25846,LK31,54,0.8189,0.8141,100.5526,Galle
12/21/2020,25846,LK31,54,0.8229,0.814,101.0263,Galle
1/1/2021,25846,LK31,54,0.8265,0.8119,101.6955,Galle
1/11/2021,25846,LK31,54,0.8281,0.8082,102.3216,Galle
1/21/2021,25846,LK31,54,0.8264,0.8034,102.6976,Galle
2/1/2021,25846,LK31,54,0.8213,0.7979,102.7561,Galle
2/11/2021,25846,LK31,54,0.8143,0.7929,102.5364,Galle
2/21/2021,25846,LK31,54,0.8079,0.7893,102.2111,Galle
3/1/2021,25846,LK31,54,0.8027,0.7872,101.849,Galle
3/11/2021,25846,LK31,54,0.7992,0.7868,101.4863,Galle
3/21/2021,25846,LK31,54,0.7982,0.7883,101.1807,Galle
4/1/2021,25846,LK31,54,0.7992,0.7911,100.9645,Galle
4/11/2021,25846,LK31,54,0.8019,0.7942,100.9034,Galle
4/21/2021,25846,LK31,54,0.8051,0.797,100.9544,Galle
5/1/2021,25846,LK31,54,0.808,0.7991,101.0499,Galle
5/11/2021,25846,LK31,54,0.8103,0.8006,101.1474,Galle
5/21/2021,25846,LK31,54,0.8127,0.8015,101.3171,Galle
6/1/2021,25846,LK31,54,0.8146,0.8017,101.5114,Galle
6/11/2021,25846,LK31,54,0.8153,0.8012,101.659,Galle
6/21/2021,25846,LK31,54,0.8158,0.8001,101.8465,Galle
7/1/2021,25846,LK31,54,0.8159,0.7982,102.0926,Galle
7/11/2021,25846,LK31,54,0.8155,0.7962,102.2828,Galle
7/21/2021,25846,LK31,54,0.815,0.7948,102.3935,Galle
8/1/2021,25846,LK31,54,0.8145,0.794,102.4209,Galle
8/11/2021,25846,LK31,54,0.8142,0.7938,102.4164,Galle
8/21/2021,25846,LK31,54,0.8148,0.7942,102.4443,Galle
9/1/2021,25846,LK31,54,0.8155,0.7951,102.407,Galle
9/11/2021,25846,LK31,54,0.8157,0.7966,102.2556,Galle
9/21/2021,25846,LK31,54,0.8167,0.7988,102.1196,Galle
10/1/2021,25846,LK31,54,0.8184,0.8016,101.966,Galle
10/11/2021,25846,LK31,54,0.8198,0.8047,101.7638,Galle
10/21/2021,25846,LK31,54,0.8215,0.8076,101.6189,Galle
11/1/2021,25846,LK31,54,0.8235,0.8098,101.5956,Galle
11/11/2021,25846,LK31,54,0.8252,0.8112,101.6331,Galle
11/21/2021,25846,LK31,54,0.826,0.8123,101.5889,Galle
12/1/2021,25846,LK31,54,0.8253,0.8134,101.3806,Galle
12/11/2021,25846,LK31,54,0.8237,0.8141,101.1096,Galle
12/21/2021,25846,LK31,54,0.8211,0.814,100.8209,Galle
1/1/2022,25846,LK31,54,0.817,0.8119,100.5917,Galle
1/11/2022,25846,LK31,54,0.8124,0.8082,100.4874,Galle
1/21/2022,25846,LK31,54,0.8082,0.8034,100.5697,Galle
2/1/2022,25846,LK31,54,0.8048,0.7979,100.8111,Galle
2/11/2022,25846,LK31,54,0.8021,0.7929,101.0904,Galle
2/21/2022,25846,LK31,54,0.8001,0.7893,101.2855,Galle
3/1/2022,25846,LK31,54,0.7988,0.7872,101.3911,Galle
3/11/2022,25846,LK31,54,0.7991,0.7868,101.4775,Galle
3/21/2022,25846,LK31,54,0.8017,0.7883,101.5967,Galle
4/1/2022,25846,LK31,54,0.8058,0.7911,101.7375,Galle
4/11/2022,25846,LK31,54,0.8097,0.7942,101.8343,Galle
4/21/2022,25846,LK31,54,0.8126,0.797,101.8362,Galle
5/1/2022,25846,LK31,54,0.8138,0.7991,101.7266,Galle
5/11/2022,25846,LK31,54,0.8137,0.8006,101.546,Galle
5/21/2022,25846,LK31,54,0.8127,0.8015,101.316,Galle
6/1/2022,25846,LK31,54,0.811,0.8017,101.0924,Galle
6/11/2022,25846,LK31,54,0.8093,0.8012,100.9619,Galle
6/21/2022,25846,LK31,54,0.8079,0.8001,100.9215,Galle
7/1/2022,25846,LK31,54,0.8066,0.7982,100.9974,Galle
7/11/2022,25846,LK31,54,0.8055,0.7962,101.1015,Galle
7/21/2022,25846,LK31,54,0.8039,0.7948,101.0761,Galle
8/1/2022,25846,LK31,54,0.8017,0.794,100.9065,Galle
8/11/2022,25846,LK31,54,0.7993,0.7938,100.6445,Galle
8/21/2022,25846,LK31,54,0.7973,0.7942,100.3735,Galle
9/1/2022,25846,LK31,54,0.7965,0.7951,100.1684,Galle
9/11/2022,25846,LK31,54,0.7974,0.7966,100.0951,Galle
9/21/2022,25846,LK31,54,0.8006,0.7988,100.2216,Galle
10/1/2022,25846,LK31,54,0.8061,0.8016,100.5263,Galle
10/11/2022,25846,LK31,54,0.8125,0.8047,100.9125,Galle
10/21/2022,25846,LK31,54,0.818,0.8076,101.217,Galle
11/1/2022,25846,LK31,54,0.8204,0.8098,101.2339,Galle
11/11/2022,25846,LK31,54,0.8203,0.8112,101.0662,Galle
11/21/2022,25846,LK31,54,0.8197,0.8123,100.858,Galle
12/1/2022,25846,LK31,54,0.8189,0.8134,100.6382,Galle
12/11/2022,25846,LK31,54,0.8179,0.8141,100.4371,Galle
12/21/2022,25846,LK31,54,0.8165,0.814,100.2951,Galle
1/1/2023,25846,LK31,54,0.8148,0.8119,100.3427,Galle
1/11/2023,25846,LK31,54,0.8136,0.8082,100.6279,Galle
1/21/2023,25846,LK31,54,0.8122,0.8034,101.0367,Galle
2/1/2023,25846,LK31,54,0.8106,0.7979,101.4925,Galle
2/11/2023,25846,LK31,54,0.8091,0.7929,101.9127,Galle
2/21/2023,25846,LK31,54,0.808,0.7893,102.2316,Galle
3/1/2023,25846,LK31,54,0.808,0.7872,102.4881,Galle
3/11/2023,25846,LK31,54,0.8084,0.7868,102.5858,Galle
3/21/2023,25846,LK31,54,0.8093,0.7883,102.5011,Galle
4/1/2023,25846,LK31,54,0.8111,0.7911,102.3694,Galle
4/11/2023,25846,LK31,54,0.8132,0.7942,102.2454,Galle
4/21/2023,25846,LK31,54,0.8153,0.797,102.1582,Galle
5/1/2023,25846,LK31,54,0.8173,0.7991,102.1438,Galle
5/11/2023,25846,LK31,54,0.819,0.8006,102.1711,Galle
5/21/2023,25846,LK31,54,0.8197,0.8015,102.1324,Galle
6/1/2023,25846,LK31,54,0.8188,0.8017,102.0067,Galle
6/11/2023,25846,LK31,54,0.8169,0.8012,101.8483,Galle
6/21/2023,25846,LK31,54,0.8152,0.8001,101.7829,Galle
7/1/2023,25846,LK31,54,0.8137,0.7982,101.8339,Galle
7/11/2023,25846,LK31,54,0.8116,0.7962,101.8191,Galle
7/21/2023,25846,LK31,54,0.8095,0.7948,101.7352,Galle
8/1/2023,25846,LK31,54,0.808,0.794,101.658,Galle
8/11/2023,25846,LK31,54,0.8073,0.7938,101.5998,Galle
8/21/2023,25846,LK31,54,0.8074,0.7942,101.5671,Galle
9/1/2023,25846,LK31,54,0.8086,0.7951,101.5986,Galle
9/11/2023,25846,LK31,54,0.8113,0.7966,101.7396,Galle
9/21/2023,25846,LK31,54,0.8141,0.7988,101.8063,Galle
10/1/2023,25846,LK31,54,0.8165,0.8016,101.7495,Galle
10/11/2023,25846,LK31,54,0.8189,0.8047,101.6572,Galle
10/21/2023,25846,LK31,54,0.8212,0.8076,101.588,Galle
11/1/2023,25846,LK31,54,0.8235,0.8098,101.5958,Galle
11/11/2023,25846,LK31,54,0.8255,0.8112,101.6703,Galle
11/21/2023,25846,LK31,54,0.8274,0.8123,101.7489,Galle
12/1/2023,25846,LK31,54,0.8287,0.8134,101.7798,Galle
12/11/2023,25846,LK31,54,0.8296,0.8141,101.7991,Galle
12/21/2023,25846,LK31,54,0.8301,0.814,101.8617,Galle
1/1/2024,25846,LK31,54,0.8289,0.8119,101.9705,Galle
1/11/2024,25846,LK31,54,0.8257,0.8082,102.0435,Galle
1/21/2024,25846,LK31,54,0.8209,0.8034,102.0562,Galle
2/1/2024,25846,LK31,54,0.8145,0.7979,101.9577,Galle
2/11/2024,25846,LK31,54,0.8082,0.7929,101.8149,Galle
2/21/2024,25846,LK31,54,0.8032,0.7893,101.661,Galle
3/1/2024,25846,LK31,54,0.7992,0.7872,101.4367,Galle
3/11/2024,25846,LK31,54,0.7972,0.7868,101.2504,Galle
3/21/2024,25846,LK31,54,0.7978,0.7883,101.1303,Galle
4/1/2024,25846,LK31,54,0.8007,0.7911,101.1393,Galle
