Date,District ID,District Code,Number of Pixels,NDVI Value,Long Term Average NDVI,NDVI Anomaly in Percentage (%),District
7/1/2002,25840,LK45,41,0.569,0.5443,104.1639,Mullaitivu
7/11/2002,25840,LK45,41,0.558,0.5411,102.8565,Mullaitivu
7/21/2002,25840,LK45,41,0.5432,0.5358,101.2562,Mullaitivu
8/1/2002,25840,LK45,41,0.5262,0.5304,99.2869,Mullaitivu
8/11/2002,25840,LK45,41,0.5099,0.5258,97.2336,Mullaitivu
8/21/2002,25840,LK45,41,0.4961,0.5225,95.3775,Mullaitivu
9/1/2002,25840,LK45,41,0.4884,0.5216,94.1965,Mullaitivu
9/11/2002,25840,LK45,41,0.4891,0.5242,93.8856,Mullaitivu
9/21/2002,25840,LK45,41,0.499,0.5317,94.3833,Mullaitivu
10/1/2002,25840,LK45,41,0.5186,0.545,95.5627,Mullaitivu
10/11/2002,25840,LK45,41,0.5465,0.5644,97.0897,Mullaitivu
10/21/2002,25840,LK45,41,0.5812,0.59,98.6279,Mullaitivu
11/1/2002,25840,LK45,41,0.6159,0.6182,99.6595,Mullaitivu
11/11/2002,25840,LK45,41,0.6446,0.6444,100.0308,Mullaitivu
11/21/2002,25840,LK45,41,0.6672,0.6672,99.9898,Mullaitivu
12/1/2002,25840,LK45,41,0.6837,0.6848,99.8562,Mullaitivu
12/11/2002,25840,LK45,41,0.6949,0.6958,99.8829,Mullaitivu
12/21/2002,25840,LK45,41,0.7009,0.6999,100.1297,Mullaitivu
1/1/2003,25840,LK45,41,0.7012,0.695,100.8338,Mullaitivu
1/11/2003,25840,LK45,41,0.6962,0.6823,101.8967,Mullaitivu
1/21/2003,25840,LK45,41,0.6869,0.6646,103.1217,Mullaitivu
2/1/2003,25840,LK45,41,0.6735,0.6435,104.3183,Mullaitivu
2/11/2003,25840,LK45,41,0.6581,0.6233,105.1719,Mullaitivu
2/21/2003,25840,LK45,41,0.6441,0.6064,105.7441,Mullaitivu
3/1/2003,25840,LK45,41,0.6313,0.5922,106.0851,Mullaitivu
3/11/2003,25840,LK45,41,0.6195,0.5802,106.2367,Mullaitivu
3/21/2003,25840,LK45,41,0.6105,0.5716,106.2573,Mullaitivu
4/1/2003,25840,LK45,41,0.6046,0.5663,106.2124,Mullaitivu
4/11/2003,25840,LK45,41,0.6015,0.5637,106.1643,Mullaitivu
4/21/2003,25840,LK45,41,0.5988,0.5625,105.9374,Mullaitivu
5/1/2003,25840,LK45,41,0.5942,0.5617,105.309,Mullaitivu
5/11/2003,25840,LK45,41,0.5853,0.5607,104.0344,Mullaitivu
5/21/2003,25840,LK45,41,0.5746,0.5586,102.6209,Mullaitivu
6/1/2003,25840,LK45,41,0.5666,0.5554,101.8456,Mullaitivu
6/11/2003,25840,LK45,41,0.5632,0.5515,101.9485,Mullaitivu
6/21/2003,25840,LK45,41,0.5638,0.5472,102.778,Mullaitivu
7/1/2003,25840,LK45,41,0.5679,0.5443,103.9784,Mullaitivu
7/11/2003,25840,LK45,41,0.5746,0.5411,105.6569,Mullaitivu
7/21/2003,25840,LK45,41,0.5822,0.5358,107.9234,Mullaitivu
8/1/2003,25840,LK45,41,0.5894,0.5304,110.1745,Mullaitivu
8/11/2003,25840,LK45,41,0.5937,0.5258,111.7883,Mullaitivu
8/21/2003,25840,LK45,41,0.5918,0.5225,112.0924,Mullaitivu
9/1/2003,25840,LK45,41,0.5844,0.5216,110.9853,Mullaitivu
9/11/2003,25840,LK45,41,0.5767,0.5242,109.1323,Mullaitivu
9/21/2003,25840,LK45,41,0.572,0.5317,106.9325,Mullaitivu
10/1/2003,25840,LK45,41,0.5724,0.545,104.6061,Mullaitivu
10/11/2003,25840,LK45,41,0.579,0.5644,102.3744,Mullaitivu
10/21/2003,25840,LK45,41,0.5925,0.59,100.3982,Mullaitivu
11/1/2003,25840,LK45,41,0.6109,0.6182,98.9083,Mullaitivu
11/11/2003,25840,LK45,41,0.6294,0.6444,97.8314,Mullaitivu
11/21/2003,25840,LK45,41,0.6465,0.6672,97.1061,Mullaitivu
12/1/2003,25840,LK45,41,0.6613,0.6848,96.7996,Mullaitivu
12/11/2003,25840,LK45,41,0.6725,0.6958,96.8812,Mullaitivu
12/21/2003,25840,LK45,41,0.6785,0.6999,97.1453,Mullaitivu
1/1/2004,25840,LK45,41,0.6757,0.695,97.4127,Mullaitivu
1/11/2004,25840,LK45,41,0.6651,0.6823,97.6483,Mullaitivu
1/21/2004,25840,LK45,41,0.6499,0.6646,97.9426,Mullaitivu
2/1/2004,25840,LK45,41,0.6313,0.6435,98.2365,Mullaitivu
2/11/2004,25840,LK45,41,0.6121,0.6233,98.3296,Mullaitivu
2/21/2004,25840,LK45,41,0.5939,0.6064,98.083,Mullaitivu
3/1/2004,25840,LK45,41,0.5777,0.5922,97.7452,Mullaitivu
3/11/2004,25840,LK45,41,0.5647,0.5802,97.5402,Mullaitivu
3/21/2004,25840,LK45,41,0.5562,0.5716,97.5148,Mullaitivu
4/1/2004,25840,LK45,41,0.5522,0.5663,97.7086,Mullaitivu
4/11/2004,25840,LK45,41,0.552,0.5637,98.0983,Mullaitivu
4/21/2004,25840,LK45,41,0.5562,0.5625,98.977,Mullaitivu
5/1/2004,25840,LK45,41,0.5648,0.5617,100.5041,Mullaitivu
5/11/2004,25840,LK45,41,0.5762,0.5607,102.5474,Mullaitivu
5/21/2004,25840,LK45,41,0.5887,0.5586,104.9384,Mullaitivu
6/1/2004,25840,LK45,41,0.5983,0.5554,107.0897,Mullaitivu
6/11/2004,25840,LK45,41,0.6021,0.5515,108.4135,Mullaitivu
6/21/2004,25840,LK45,41,0.6015,0.5472,109.1034,Mullaitivu
7/1/2004,25840,LK45,41,0.5975,0.5443,108.9571,Mullaitivu
7/11/2004,25840,LK45,41,0.5887,0.5411,108.0554,Mullaitivu
7/21/2004,25840,LK45,41,0.5758,0.5358,106.8242,Mullaitivu
8/1/2004,25840,LK45,41,0.5632,0.5304,105.6584,Mullaitivu
8/11/2004,25840,LK45,41,0.5542,0.5258,104.9178,Mullaitivu
8/21/2004,25840,LK45,41,0.5494,0.5225,104.6999,Mullaitivu
9/1/2004,25840,LK45,41,0.5507,0.5216,105.0844,Mullaitivu
9/11/2004,25840,LK45,41,0.5571,0.5242,105.7208,Mullaitivu
9/21/2004,25840,LK45,41,0.5678,0.5317,106.2017,Mullaitivu
10/1/2004,25840,LK45,41,0.5817,0.545,106.1572,Mullaitivu
10/11/2004,25840,LK45,41,0.5982,0.5644,105.4999,Mullaitivu
10/21/2004,25840,LK45,41,0.6178,0.59,104.3473,Mullaitivu
11/1/2004,25840,LK45,41,0.6378,0.6182,102.9391,Mullaitivu
11/11/2004,25840,LK45,41,0.6554,0.6444,101.5843,Mullaitivu
11/21/2004,25840,LK45,41,0.6709,0.6672,100.5043,Mullaitivu
12/1/2004,25840,LK45,41,0.683,0.6848,99.7556,Mullaitivu
12/11/2004,25840,LK45,41,0.6902,0.6958,99.2556,Mullaitivu
12/21/2004,25840,LK45,41,0.6917,0.6999,98.9032,Mullaitivu
1/1/2005,25840,LK45,41,0.6847,0.695,98.63,Mullaitivu
1/11/2005,25840,LK45,41,0.6712,0.6823,98.481,Mullaitivu
1/21/2005,25840,LK45,41,0.6532,0.6646,98.4088,Mullaitivu
2/1/2005,25840,LK45,41,0.6331,0.6435,98.4964,Mullaitivu
2/11/2005,25840,LK45,41,0.6146,0.6233,98.7045,Mullaitivu
2/21/2005,25840,LK45,41,0.5999,0.6064,99.0104,Mullaitivu
3/1/2005,25840,LK45,41,0.5882,0.5922,99.3703,Mullaitivu
3/11/2005,25840,LK45,41,0.5798,0.5802,99.9284,Mullaitivu
3/21/2005,25840,LK45,41,0.5767,0.5716,100.8218,Mullaitivu
4/1/2005,25840,LK45,41,0.5777,0.5663,101.8424,Mullaitivu
4/11/2005,25840,LK45,41,0.5791,0.5637,102.5043,Mullaitivu
4/21/2005,25840,LK45,41,0.5792,0.5625,102.7344,Mullaitivu
5/1/2005,25840,LK45,41,0.5771,0.5617,102.512,Mullaitivu
5/11/2005,25840,LK45,41,0.5732,0.5607,102.0558,Mullaitivu
5/21/2005,25840,LK45,41,0.5686,0.5586,101.6362,Mullaitivu
6/1/2005,25840,LK45,41,0.5644,0.5554,101.4862,Mullaitivu
6/11/2005,25840,LK45,41,0.5614,0.5515,101.6407,Mullaitivu
6/21/2005,25840,LK45,41,0.5589,0.5472,101.9706,Mullaitivu
7/1/2005,25840,LK45,41,0.5561,0.5443,101.9923,Mullaitivu
7/11/2005,25840,LK45,41,0.5507,0.5411,101.6257,Mullaitivu
7/21/2005,25840,LK45,41,0.5391,0.5358,100.5622,Mullaitivu
8/1/2005,25840,LK45,41,0.5235,0.5304,98.8237,Mullaitivu
8/11/2005,25840,LK45,41,0.5092,0.5258,97.1104,Mullaitivu
8/21/2005,25840,LK45,41,0.4978,0.5225,95.6765,Mullaitivu
9/1/2005,25840,LK45,41,0.4921,0.5216,94.849,Mullaitivu
9/11/2005,25840,LK45,41,0.4939,0.5242,94.7067,Mullaitivu
9/21/2005,25840,LK45,41,0.504,0.5317,95.2441,Mullaitivu
10/1/2005,25840,LK45,41,0.5235,0.545,96.387,Mullaitivu
10/11/2005,25840,LK45,41,0.5509,0.5644,97.8023,Mullaitivu
10/21/2005,25840,LK45,41,0.5839,0.59,99.0498,Mullaitivu
11/1/2005,25840,LK45,41,0.6164,0.6182,99.734,Mullaitivu
11/11/2005,25840,LK45,41,0.6433,0.6444,99.844,Mullaitivu
11/21/2005,25840,LK45,41,0.6642,0.6672,99.5766,Mullaitivu
12/1/2005,25840,LK45,41,0.6793,0.6848,99.253,Mullaitivu
12/11/2005,25840,LK45,41,0.6891,0.6958,99.1055,Mullaitivu
12/21/2005,25840,LK45,41,0.6928,0.6999,99.058,Mullaitivu
1/1/2006,25840,LK45,41,0.687,0.695,98.9286,Mullaitivu
1/11/2006,25840,LK45,41,0.6738,0.6823,98.8393,Mullaitivu
1/21/2006,25840,LK45,41,0.6579,0.6646,99.0655,Mullaitivu
2/1/2006,25840,LK45,41,0.6406,0.6435,99.5785,Mullaitivu
2/11/2006,25840,LK45,41,0.6251,0.6233,100.2668,Mullaitivu
2/21/2006,25840,LK45,41,0.613,0.6064,100.9934,Mullaitivu
3/1/2006,25840,LK45,41,0.6026,0.5922,101.6129,Mullaitivu
3/11/2006,25840,LK45,41,0.5921,0.5802,101.8824,Mullaitivu
3/21/2006,25840,LK45,41,0.5805,0.5716,101.4354,Mullaitivu
4/1/2006,25840,LK45,41,0.5684,0.5663,100.3394,Mullaitivu
4/11/2006,25840,LK45,41,0.5579,0.5637,99.0513,Mullaitivu
4/21/2006,25840,LK45,41,0.5488,0.5625,97.764,Mullaitivu
5/1/2006,25840,LK45,41,0.5415,0.5617,96.6893,Mullaitivu
5/11/2006,25840,LK45,41,0.5358,0.5607,95.9238,Mullaitivu
5/21/2006,25840,LK45,41,0.5308,0.5586,95.4342,Mullaitivu
6/1/2006,25840,LK45,41,0.5261,0.5554,95.1609,Mullaitivu
6/11/2006,25840,LK45,41,0.5216,0.5515,95.0257,Mullaitivu
6/21/2006,25840,LK45,41,0.517,0.5472,94.9459,Mullaitivu
7/1/2006,25840,LK45,41,0.5119,0.5443,94.5597,Mullaitivu
7/11/2006,25840,LK45,41,0.5072,0.5411,94.2627,Mullaitivu
7/21/2006,25840,LK45,41,0.5027,0.5358,94.3538,Mullaitivu
8/1/2006,25840,LK45,41,0.4976,0.5304,94.3606,Mullaitivu
8/11/2006,25840,LK45,41,0.4924,0.5258,94.1968,Mullaitivu
8/21/2006,25840,LK45,41,0.4896,0.5225,94.2566,Mullaitivu
9/1/2006,25840,LK45,41,0.4922,0.5216,94.8532,Mullaitivu
9/11/2006,25840,LK45,41,0.5011,0.5242,95.9656,Mullaitivu
9/21/2006,25840,LK45,41,0.5168,0.5317,97.4437,Mullaitivu
10/1/2006,25840,LK45,41,0.5396,0.545,99.0928,Mullaitivu
10/11/2006,25840,LK45,41,0.5681,0.5644,100.6003,Mullaitivu
10/21/2006,25840,LK45,41,0.6004,0.59,101.6318,Mullaitivu
11/1/2006,25840,LK45,41,0.6305,0.6182,101.843,Mullaitivu
11/11/2006,25840,LK45,41,0.6544,0.6444,101.4312,Mullaitivu
11/21/2006,25840,LK45,41,0.6717,0.6672,100.6189,Mullaitivu
12/1/2006,25840,LK45,41,0.6818,0.6848,99.5913,Mullaitivu
12/11/2006,25840,LK45,41,0.6851,0.6958,98.5727,Mullaitivu
12/21/2006,25840,LK45,41,0.6829,0.6999,97.7278,Mullaitivu
1/1/2007,25840,LK45,41,0.6744,0.695,97.2454,Mullaitivu
1/11/2007,25840,LK45,41,0.6626,0.6823,97.3089,Mullaitivu
1/21/2007,25840,LK45,41,0.6501,0.6646,97.9654,Mullaitivu
2/1/2007,25840,LK45,41,0.6363,0.6435,98.9567,Mullaitivu
2/11/2007,25840,LK45,41,0.622,0.6233,99.8053,Mullaitivu
2/21/2007,25840,LK45,41,0.6079,0.6064,100.2157,Mullaitivu
3/1/2007,25840,LK45,41,0.5924,0.5922,100.0243,Mullaitivu
3/11/2007,25840,LK45,41,0.5747,0.5802,99.1203,Mullaitivu
3/21/2007,25840,LK45,41,0.5569,0.5716,97.6349,Mullaitivu
4/1/2007,25840,LK45,41,0.5407,0.5663,95.8459,Mullaitivu
4/11/2007,25840,LK45,41,0.5271,0.5637,94.0377,Mullaitivu
4/21/2007,25840,LK45,41,0.5152,0.5625,92.2922,Mullaitivu
5/1/2007,25840,LK45,41,0.5051,0.5617,90.7485,Mullaitivu
5/11/2007,25840,LK45,41,0.498,0.5607,89.7399,Mullaitivu
5/21/2007,25840,LK45,41,0.4954,0.5586,89.6132,Mullaitivu
6/1/2007,25840,LK45,41,0.4977,0.5554,90.4615,Mullaitivu
6/11/2007,25840,LK45,41,0.5031,0.5515,91.9574,Mullaitivu
6/21/2007,25840,LK45,41,0.5091,0.5472,93.6267,Mullaitivu
7/1/2007,25840,LK45,41,0.5129,0.5443,94.7189,Mullaitivu
7/11/2007,25840,LK45,41,0.5147,0.5411,95.5274,Mullaitivu
7/21/2007,25840,LK45,41,0.5142,0.5358,96.3182,Mullaitivu
8/1/2007,25840,LK45,41,0.5112,0.5304,96.701,Mullaitivu
8/11/2007,25840,LK45,41,0.5079,0.5258,96.891,Mullaitivu
8/21/2007,25840,LK45,41,0.5066,0.5225,97.2157,Mullaitivu
9/1/2007,25840,LK45,41,0.5092,0.5216,97.8325,Mullaitivu
9/11/2007,25840,LK45,41,0.516,0.5242,98.5683,Mullaitivu
9/21/2007,25840,LK45,41,0.5268,0.5317,99.1552,Mullaitivu
10/1/2007,25840,LK45,41,0.5418,0.545,99.4609,Mullaitivu
10/11/2007,25840,LK45,41,0.5615,0.5644,99.5296,Mullaitivu
10/21/2007,25840,LK45,41,0.5858,0.59,99.3459,Mullaitivu
11/1/2007,25840,LK45,41,0.6105,0.6182,98.8513,Mullaitivu
11/11/2007,25840,LK45,41,0.6325,0.6444,98.2884,Mullaitivu
11/21/2007,25840,LK45,41,0.6519,0.6672,97.861,Mullaitivu
12/1/2007,25840,LK45,41,0.6675,0.6848,97.6441,Mullaitivu
12/11/2007,25840,LK45,41,0.678,0.6958,97.6148,Mullaitivu
12/21/2007,25840,LK45,41,0.6823,0.6999,97.6468,Mullaitivu
1/1/2008,25840,LK45,41,0.677,0.695,97.5944,Mullaitivu
1/11/2008,25840,LK45,41,0.6654,0.6823,97.689,Mullaitivu
1/21/2008,25840,LK45,41,0.6516,0.6646,98.1747,Mullaitivu
2/1/2008,25840,LK45,41,0.6378,0.6435,99.1744,Mullaitivu
2/11/2008,25840,LK45,41,0.6277,0.6233,100.6573,Mullaitivu
2/21/2008,25840,LK45,41,0.6221,0.6064,102.3889,Mullaitivu
3/1/2008,25840,LK45,41,0.6207,0.5922,104.4319,Mullaitivu
3/11/2008,25840,LK45,41,0.6223,0.5802,106.6748,Mullaitivu
3/21/2008,25840,LK45,41,0.6246,0.5716,108.5292,Mullaitivu
4/1/2008,25840,LK45,41,0.6247,0.5663,109.4693,Mullaitivu
4/11/2008,25840,LK45,41,0.6199,0.5637,109.1665,Mullaitivu
4/21/2008,25840,LK45,41,0.6093,0.5625,107.6454,Mullaitivu
5/1/2008,25840,LK45,41,0.595,0.5617,105.4405,Mullaitivu
5/11/2008,25840,LK45,41,0.5805,0.5607,103.25,Mullaitivu
5/21/2008,25840,LK45,41,0.5677,0.5586,101.4904,Mullaitivu
6/1/2008,25840,LK45,41,0.5581,0.5554,100.4497,Mullaitivu
6/11/2008,25840,LK45,41,0.5521,0.5515,100.0954,Mullaitivu
6/21/2008,25840,LK45,41,0.5487,0.5472,100.2609,Mullaitivu
7/1/2008,25840,LK45,41,0.5467,0.5443,100.4048,Mullaitivu
7/11/2008,25840,LK45,41,0.5436,0.5411,100.4201,Mullaitivu
7/21/2008,25840,LK45,41,0.5363,0.5358,100.0867,Mullaitivu
8/1/2008,25840,LK45,41,0.5269,0.5304,99.4113,Mullaitivu
8/11/2008,25840,LK45,41,0.5189,0.5258,98.7915,Mullaitivu
8/21/2008,25840,LK45,41,0.5126,0.5225,98.2743,Mullaitivu
9/1/2008,25840,LK45,41,0.509,0.5216,97.7941,Mullaitivu
9/11/2008,25840,LK45,41,0.5092,0.5242,97.3723,Mullaitivu
9/21/2008,25840,LK45,41,0.5157,0.5317,97.247,Mullaitivu
10/1/2008,25840,LK45,41,0.53,0.545,97.4786,Mullaitivu
10/11/2008,25840,LK45,41,0.5513,0.5644,97.8651,Mullaitivu
10/21/2008,25840,LK45,41,0.5771,0.59,97.9949,Mullaitivu
11/1/2008,25840,LK45,41,0.603,0.6182,97.7293,Mullaitivu
11/11/2008,25840,LK45,41,0.6263,0.6444,97.3959,Mullaitivu
11/21/2008,25840,LK45,41,0.646,0.6672,97.0398,Mullaitivu
12/1/2008,25840,LK45,41,0.6611,0.6848,96.7754,Mullaitivu
12/11/2008,25840,LK45,41,0.6713,0.6958,96.7121,Mullaitivu
12/21/2008,25840,LK45,41,0.6767,0.6999,96.9108,Mullaitivu
1/1/2009,25840,LK45,41,0.6765,0.695,97.5178,Mullaitivu
1/11/2009,25840,LK45,41,0.6705,0.6823,98.3804,Mullaitivu
1/21/2009,25840,LK45,41,0.6582,0.6646,99.1037,Mullaitivu
2/1/2009,25840,LK45,41,0.6417,0.6435,99.7283,Mullaitivu
2/11/2009,25840,LK45,41,0.6251,0.6233,100.269,Mullaitivu
2/21/2009,25840,LK45,41,0.6118,0.6064,100.8091,Mullaitivu
3/1/2009,25840,LK45,41,0.6018,0.5922,101.4845,Mullaitivu
3/11/2009,25840,LK45,41,0.5955,0.5802,102.42,Mullaitivu
3/21/2009,25840,LK45,41,0.5934,0.5716,103.5083,Mullaitivu
4/1/2009,25840,LK45,41,0.5936,0.5663,104.4182,Mullaitivu
4/11/2009,25840,LK45,41,0.594,0.5637,104.9445,Mullaitivu
4/21/2009,25840,LK45,41,0.5931,0.5625,105.0039,Mullaitivu
5/1/2009,25840,LK45,41,0.5892,0.5617,104.4948,Mullaitivu
5/11/2009,25840,LK45,41,0.5826,0.5607,103.583,Mullaitivu
5/21/2009,25840,LK45,41,0.5737,0.5586,102.4718,Mullaitivu
6/1/2009,25840,LK45,41,0.5636,0.5554,101.3529,Mullaitivu
6/11/2009,25840,LK45,41,0.553,0.5515,100.2532,Mullaitivu
6/21/2009,25840,LK45,41,0.5424,0.5472,99.2006,Mullaitivu
7/1/2009,25840,LK45,41,0.5329,0.5443,98.086,Mullaitivu
7/11/2009,25840,LK45,41,0.5257,0.5411,97.3891,Mullaitivu
7/21/2009,25840,LK45,41,0.521,0.5358,97.4703,Mullaitivu
8/1/2009,25840,LK45,41,0.5187,0.5304,97.9921,Mullaitivu
8/11/2009,25840,LK45,41,0.5178,0.5258,98.6111,Mullaitivu
8/21/2009,25840,LK45,41,0.5158,0.5225,98.826,Mullaitivu
9/1/2009,25840,LK45,41,0.5128,0.5216,98.4649,Mullaitivu
9/11/2009,25840,LK45,41,0.5113,0.5242,97.7477,Mullaitivu
9/21/2009,25840,LK45,41,0.5129,0.5317,96.7682,Mullaitivu
10/1/2009,25840,LK45,41,0.5199,0.545,95.7824,Mullaitivu
10/11/2009,25840,LK45,41,0.5352,0.5644,95.2509,Mullaitivu
10/21/2009,25840,LK45,41,0.5615,0.59,95.5519,Mullaitivu
11/1/2009,25840,LK45,41,0.5962,0.6182,96.7135,Mullaitivu
11/11/2009,25840,LK45,41,0.6318,0.6444,98.1813,Mullaitivu
11/21/2009,25840,LK45,41,0.6621,0.6672,99.2781,Mullaitivu
12/1/2009,25840,LK45,41,0.6837,0.6848,99.8575,Mullaitivu
12/11/2009,25840,LK45,41,0.697,0.6958,100.1608,Mullaitivu
12/21/2009,25840,LK45,41,0.7038,0.6999,100.5256,Mullaitivu
1/1/2010,25840,LK45,41,0.7038,0.695,101.1825,Mullaitivu
1/11/2010,25840,LK45,41,0.6966,0.6823,101.95,Mullaitivu
1/21/2010,25840,LK45,41,0.6826,0.6646,102.5134,Mullaitivu
2/1/2010,25840,LK45,41,0.6624,0.6435,102.7161,Mullaitivu
2/11/2010,25840,LK45,41,0.6401,0.6233,102.4888,Mullaitivu
2/21/2010,25840,LK45,41,0.6193,0.6064,101.9564,Mullaitivu
3/1/2010,25840,LK45,41,0.6002,0.5922,101.2464,Mullaitivu
3/11/2010,25840,LK45,41,0.5838,0.5802,100.565,Mullaitivu
3/21/2010,25840,LK45,41,0.5742,0.5716,100.4094,Mullaitivu
4/1/2010,25840,LK45,41,0.5728,0.5663,101.041,Mullaitivu
4/11/2010,25840,LK45,41,0.5781,0.5637,102.3433,Mullaitivu
4/21/2010,25840,LK45,41,0.5872,0.5625,104.0434,Mullaitivu
5/1/2010,25840,LK45,41,0.5964,0.5617,105.6682,Mullaitivu
5/11/2010,25840,LK45,41,0.6015,0.5607,106.6852,Mullaitivu
5/21/2010,25840,LK45,41,0.5998,0.5586,106.7607,Mullaitivu
6/1/2010,25840,LK45,41,0.5919,0.5554,106.0213,Mullaitivu
6/11/2010,25840,LK45,41,0.5825,0.5515,105.1543,Mullaitivu
6/21/2010,25840,LK45,41,0.5736,0.5472,104.4318,Mullaitivu
7/1/2010,25840,LK45,41,0.5665,0.5443,103.7358,Mullaitivu
7/11/2010,25840,LK45,41,0.5611,0.5411,103.3719,Mullaitivu
7/21/2010,25840,LK45,41,0.557,0.5358,103.6203,Mullaitivu
8/1/2010,25840,LK45,41,0.555,0.5304,104.2442,Mullaitivu
8/11/2010,25840,LK45,41,0.5558,0.5258,105.2037,Mullaitivu
8/21/2010,25840,LK45,41,0.5586,0.5225,106.3012,Mullaitivu
9/1/2010,25840,LK45,41,0.5626,0.5216,107.1659,Mullaitivu
9/11/2010,25840,LK45,41,0.5684,0.5242,107.6818,Mullaitivu
9/21/2010,25840,LK45,41,0.5764,0.5317,107.6738,Mullaitivu
10/1/2010,25840,LK45,41,0.5857,0.545,106.8417,Mullaitivu
10/11/2010,25840,LK45,41,0.5967,0.5644,105.2554,Mullaitivu
10/21/2010,25840,LK45,41,0.611,0.59,103.2863,Mullaitivu
11/1/2010,25840,LK45,41,0.6286,0.6182,101.5576,Mullaitivu
11/11/2010,25840,LK45,41,0.6466,0.6444,100.3178,Mullaitivu
11/21/2010,25840,LK45,41,0.6641,0.6672,99.5623,Mullaitivu
12/1/2010,25840,LK45,41,0.6795,0.6848,99.2799,Mullaitivu
12/11/2010,25840,LK45,41,0.6909,0.6958,99.3419,Mullaitivu
12/21/2010,25840,LK45,41,0.6979,0.6999,99.7391,Mullaitivu
1/1/2011,25840,LK45,41,0.6997,0.695,100.6357,Mullaitivu
1/11/2011,25840,LK45,41,0.6947,0.6823,101.6896,Mullaitivu
1/21/2011,25840,LK45,41,0.6824,0.6646,102.4865,Mullaitivu
2/1/2011,25840,LK45,41,0.6639,0.6435,102.9397,Mullaitivu
2/11/2011,25840,LK45,41,0.6448,0.6233,103.1832,Mullaitivu
2/21/2011,25840,LK45,41,0.6279,0.6064,103.271,Mullaitivu
3/1/2011,25840,LK45,41,0.6124,0.5922,103.1437,Mullaitivu
3/11/2011,25840,LK45,41,0.5982,0.5802,102.8488,Mullaitivu
3/21/2011,25840,LK45,41,0.5875,0.5716,102.5506,Mullaitivu
4/1/2011,25840,LK45,41,0.5811,0.5663,102.3889,Mullaitivu
4/11/2011,25840,LK45,41,0.5783,0.5637,102.3874,Mullaitivu
4/21/2011,25840,LK45,41,0.577,0.5625,102.3775,Mullaitivu
5/1/2011,25840,LK45,41,0.575,0.5617,102.1707,Mullaitivu
5/11/2011,25840,LK45,41,0.572,0.5607,101.8541,Mullaitivu
5/21/2011,25840,LK45,41,0.5681,0.5586,101.5513,Mullaitivu
6/1/2011,25840,LK45,41,0.5626,0.5554,101.1865,Mullaitivu
6/11/2011,25840,LK45,41,0.5563,0.5515,100.8022,Mullaitivu
6/21/2011,25840,LK45,41,0.5508,0.5472,100.6129,Mullaitivu
7/1/2011,25840,LK45,41,0.5472,0.5443,100.4931,Mullaitivu
7/11/2011,25840,LK45,41,0.5453,0.5411,100.7056,Mullaitivu
7/21/2011,25840,LK45,41,0.544,0.5358,101.3932,Mullaitivu
8/1/2011,25840,LK45,41,0.542,0.5304,102.0013,Mullaitivu
8/11/2011,25840,LK45,41,0.5392,0.5258,102.3142,Mullaitivu
8/21/2011,25840,LK45,41,0.5351,0.5225,102.1996,Mullaitivu
9/1/2011,25840,LK45,41,0.5307,0.5216,101.5914,Mullaitivu
9/11/2011,25840,LK45,41,0.5285,0.5242,100.7349,Mullaitivu
9/21/2011,25840,LK45,41,0.5314,0.5317,99.9489,Mullaitivu
10/1/2011,25840,LK45,41,0.5422,0.545,99.5245,Mullaitivu
10/11/2011,25840,LK45,41,0.5613,0.5644,99.4967,Mullaitivu
10/21/2011,25840,LK45,41,0.5882,0.59,99.7179,Mullaitivu
11/1/2011,25840,LK45,41,0.6181,0.6182,99.9887,Mullaitivu
11/11/2011,25840,LK45,41,0.6471,0.6444,100.3898,Mullaitivu
11/21/2011,25840,LK45,41,0.6742,0.6672,100.9647,Mullaitivu
12/1/2011,25840,LK45,41,0.6954,0.6848,101.4452,Mullaitivu
12/11/2011,25840,LK45,41,0.7089,0.6958,101.7627,Mullaitivu
12/21/2011,25840,LK45,41,0.715,0.6999,102.0152,Mullaitivu
1/1/2012,25840,LK45,41,0.7109,0.695,102.1398,Mullaitivu
1/11/2012,25840,LK45,41,0.6957,0.6823,101.8245,Mullaitivu
1/21/2012,25840,LK45,41,0.6705,0.6646,100.8215,Mullaitivu
2/1/2012,25840,LK45,41,0.6393,0.6435,99.3945,Mullaitivu
2/11/2012,25840,LK45,41,0.609,0.6233,97.88,Mullaitivu
2/21/2012,25840,LK45,41,0.5831,0.6064,96.4459,Mullaitivu
3/1/2012,25840,LK45,41,0.5621,0.5922,95.3101,Mullaitivu
3/11/2012,25840,LK45,41,0.5464,0.5802,94.6356,Mullaitivu
3/21/2012,25840,LK45,41,0.537,0.5716,94.437,Mullaitivu
4/1/2012,25840,LK45,41,0.5329,0.5663,94.5807,Mullaitivu
4/11/2012,25840,LK45,41,0.5324,0.5637,94.9005,Mullaitivu
4/21/2012,25840,LK45,41,0.5326,0.5625,95.1308,Mullaitivu
5/1/2012,25840,LK45,41,0.532,0.5617,95.1339,Mullaitivu
5/11/2012,25840,LK45,41,0.5301,0.5607,94.9984,Mullaitivu
5/21/2012,25840,LK45,41,0.526,0.5586,94.6367,Mullaitivu
6/1/2012,25840,LK45,41,0.5201,0.5554,94.1714,Mullaitivu
6/11/2012,25840,LK45,41,0.5143,0.5515,93.8064,Mullaitivu
6/21/2012,25840,LK45,41,0.508,0.5472,93.4417,Mullaitivu
